word,frequency,song_count,song_percentage
疲惫,29,18,0.5123825789923143
留住,22,9,0.25619128949615716
在意,41,23,0.6547110731568461
浪费,52,31,0.8824366638200968
就别,36,14,0.3985197836606889
我能,37,24,0.6831767719897524
放不开,22,10,0.2846569883290635
伤人,20,10,0.2846569883290635
柔软,29,15,0.4269854824935952
电影,53,32,0.9109023626530032
嘲笑,37,25,0.7116424708226587
承担,21,12,0.3415883859948762
一半,43,18,0.5123825789923143
偏要,22,10,0.2846569883290635
表情,59,39,1.1101622544833476
困难,40,14,0.3985197836606889
掩饰,30,21,0.5977796754910333
对白,33,20,0.569313976658127
感到,82,53,1.5086820381440365
一点一点,35,12,0.3415883859948762
纠缠,34,16,0.4554511813265016
摘下,25,10,0.2846569883290635
非要,20,10,0.2846569883290635
无限,24,16,0.4554511813265016
一遍,82,31,0.8824366638200968
至少,91,42,1.1955593509820666
还要,113,48,1.3663535439795047
结局,80,47,1.3378878451465983
后悔,87,49,1.394819242812411
晚上,30,17,0.48391688015940787
犹豫,32,19,0.5408482778252206
天堂,66,41,1.1670936521491604
忧愁,32,22,0.6262453743239397
淡淡,23,11,0.31312268716196984
静静的,32,13,0.3700540848277825
打扰,25,15,0.4269854824935952
坚定,36,25,0.7116424708226587
快要,53,28,0.7970395673213778
阻挡,33,17,0.48391688015940787
旋律,56,30,0.8539709649871904
千言万语,20,8,0.2277255906632508
一下,37,19,0.5408482778252206
或是,33,22,0.6262453743239397
一口,44,17,0.48391688015940787
更好,31,20,0.569313976658127
办法,36,21,0.5977796754910333
本来,27,17,0.48391688015940787
童话,31,17,0.48391688015940787
假装,87,44,1.2524907486478793
拼命,45,30,0.8539709649871904
欲望,42,30,0.8539709649871904
人类,22,14,0.3985197836606889
李朋,31,29,0.825505266154284
是非,30,20,0.569313976658127
不配,23,12,0.3415883859948762
能否,33,18,0.5123825789923143
舞台,61,46,1.3094221463136921
时代,55,28,0.7970395673213778
意外,31,21,0.5977796754910333
虚伪,29,15,0.4269854824935952
放肆,26,16,0.4554511813265016
这片,20,11,0.31312268716196984
爱人,68,29,0.825505266154284
互相,34,19,0.5408482778252206
天真,52,28,0.7970395673213778
歌声,60,26,0.740108169655565
星辰,21,16,0.4554511813265016
感谢,80,34,0.9678337603188157
木吉他,26,21,0.5977796754910333
电吉他,35,32,0.9109023626530032
韩阳,28,28,0.7970395673213778
下雨,49,27,0.7685738684884714
街上,26,16,0.4554511813265016
季节,107,42,1.1955593509820666
勉强,21,16,0.4554511813265016
远远,25,12,0.3415883859948762
不经意,22,16,0.4554511813265016
逃避,69,38,1.0816965556504412
汪苏,88,22,0.6262453743239397
出品人,70,70,1.9925989183034443
黑白,26,18,0.5123825789923143
冬天,87,43,1.224025049814973
夏天,112,44,1.2524907486478793
夜空,37,25,0.7116424708226587
流星,32,19,0.5408482778252206
许下,24,14,0.3985197836606889
心愿,28,18,0.5123825789923143
难以,71,24,0.6831767719897524
反复,24,16,0.4554511813265016
脑海,47,23,0.6547110731568461
企划,92,76,2.1633931113008824
公司,50,45,1.2809564474807857
不知不觉,50,28,0.7970395673213778
不问,29,15,0.4269854824935952
夜晚,91,52,1.48021633931113
悄悄,28,18,0.5123825789923143
天气,81,36,1.0247651579846286
找寻,31,16,0.4554511813265016
坚强,71,39,1.1101622544833476
忧伤,40,26,0.740108169655565
埋葬,29,13,0.3700540848277825
脸庞,59,35,0.9962994591517221
行囊,20,9,0.25619128949615716
那年,49,16,0.4554511813265016
为什么,215,90,2.5619128949615715
无奈,65,44,1.2524907486478793
再说,30,18,0.5123825789923143
更改,21,14,0.3985197836606889
注定,76,46,1.3094221463136921
失败,60,32,0.9109023626530032
工程,39,33,0.9393680614859093
一年,84,38,1.0816965556504412
抱歉,57,35,0.9962994591517221
开心,52,38,1.0816965556504412
停止,54,32,0.9109023626530032
从未,76,37,1.053230856817535
察觉,25,14,0.3985197836606889
一瞬间,51,30,0.8539709649871904
发生,28,20,0.569313976658127
胜过,20,13,0.3700540848277825
情话,29,15,0.4269854824935952
最好,108,50,1.4232849416453175
表达,23,17,0.48391688015940787
白天,27,14,0.3985197836606889
或许,110,51,1.4517506404782237
蝴蝶,43,23,0.6547110731568461
地平线,26,13,0.3700540848277825
依赖,58,33,0.9393680614859093
伤害,62,40,1.138627953316254
共同,20,14,0.3985197836606889
心疼,22,16,0.4554511813265016
甜蜜,100,56,1.5940791346427556
能够,237,116,3.302021064617136
谢谢,55,23,0.6547110731568461
落下,57,32,0.9109023626530032
到达,31,18,0.5123825789923143
承诺,97,58,1.651010532308568
脸颊,29,18,0.5123825789923143
心中,190,107,3.0458297751209793
我心,58,35,0.9962994591517221
必须,40,29,0.825505266154284
抽离,21,12,0.3415883859948762
虽然,154,72,2.0495303159692573
放开,70,35,0.9962994591517221
舍不得,60,36,1.0247651579846286
谷粟,49,29,0.825505266154284
牛班,76,8,0.2277255906632508
王皓,22,22,0.6262453743239397
改编,48,41,1.1670936521491604
林梦洋,30,30,0.8539709649871904
郝稷,22,22,0.6262453743239397
心底,88,40,1.138627953316254
有太多,20,14,0.3985197836606889
太多,39,21,0.5977796754910333
亲密,25,10,0.2846569883290635
关心,44,24,0.6831767719897524
奢望,21,11,0.31312268716196984
言语,34,24,0.6831767719897524
秋天,25,16,0.4554511813265016
如今,89,42,1.1955593509820666
合唱,52,26,0.740108169655565
毕赫宸,23,23,0.6547110731568461
海洋,46,34,0.9678337603188157
杨阳,28,27,0.7685738684884714
小说,23,14,0.3985197836606889
诚实,36,21,0.5977796754910333
讨厌,53,32,0.9109023626530032
一再,32,12,0.3415883859948762
偷走,23,11,0.31312268716196984
想法,24,16,0.4554511813265016
太久,45,18,0.5123825789923143
一颗,82,53,1.5086820381440365
门前,20,11,0.31312268716196984
经过,69,45,1.2809564474807857
手中,32,20,0.569313976658127
约定,41,22,0.6262453743239397
小小,20,9,0.25619128949615716
心窝,22,12,0.3415883859948762
沙漠,39,18,0.5123825789923143
开出,28,12,0.3415883859948762
一朵,46,12,0.3415883859948762
一首,92,28,0.7970395673213778
从此,96,50,1.4232849416453175
目光,36,25,0.7116424708226587
人间,71,34,0.9678337603188157
光芒,47,28,0.7970395673213778
所谓,47,29,0.825505266154284
承认,47,24,0.6831767719897524
余生,21,9,0.25619128949615716
偶然,22,17,0.48391688015940787
歌唱,61,36,1.0247651579846286
淹没,31,23,0.6547110731568461
复杂,38,24,0.6831767719897524
新闻,22,11,0.31312268716196984
风吹,52,32,0.9109023626530032
危险,67,33,0.9393680614859093
双眼,116,55,1.565613435809849
想到,42,27,0.7685738684884714
辽阔,21,15,0.4269854824935952
得不到,30,18,0.5123825789923143
浮现,33,21,0.5977796754910333
明日,47,14,0.3985197836606889
一回,26,11,0.31312268716196984
飞过,34,17,0.48391688015940787
指尖,36,25,0.7116424708226587
下个,55,21,0.5977796754910333
忘不掉,22,11,0.31312268716196984
开花,23,9,0.25619128949615716
长大,60,40,1.138627953316254
晚霞,23,15,0.4269854824935952
发行,74,72,2.0495303159692573
娱乐,80,53,1.5086820381440365
播放,20,13,0.3700540848277825
歌词,27,27,0.7685738684884714
挽留,28,21,0.5977796754910333
故意,25,15,0.4269854824935952
伤心,148,53,1.5086820381440365
而已,21,15,0.4269854824935952
暂停,23,12,0.3415883859948762
窗外,74,41,1.1670936521491604
放晴,23,9,0.25619128949615716
首歌,53,25,0.7116424708226587
无数,28,17,0.48391688015940787
离去,68,35,0.9962994591517221
风中,64,32,0.9109023626530032
全世界,58,23,0.6547110731568461
白雪,27,15,0.4269854824935952
留给,49,29,0.825505266154284
昨天,136,71,2.0210646171363504
响起,29,24,0.6831767719897524
带你去,28,11,0.31312268716196984
心情,85,54,1.5371477369769428
轻松,45,29,0.825505266154284
想着,64,32,0.9109023626530032
问题,88,46,1.3094221463136921
安排,69,25,0.7116424708226587
傻傻,27,12,0.3415883859948762
分不清,30,19,0.5408482778252206
梦境,27,22,0.6262453743239397
星星,79,37,1.053230856817535
命中注定,26,14,0.3985197836606889
有种,34,16,0.4554511813265016
大雨,52,30,0.8539709649871904
穿行,20,10,0.2846569883290635
事情,53,27,0.7685738684884714
身影,42,24,0.6831767719897524
原地,51,30,0.8539709649871904
照片,56,30,0.8539709649871904
不断,63,40,1.138627953316254
转眼,34,22,0.6262453743239397
做个,28,11,0.31312268716196984
聪明,23,17,0.48391688015940787
有时候,60,22,0.6262453743239397
走向,26,18,0.5123825789923143
花朵,46,21,0.5977796754910333
盛开,45,26,0.740108169655565
夜里,86,49,1.394819242812411
微风,36,21,0.5977796754910333
泥土,28,13,0.3700540848277825
飞舞,30,16,0.4554511813265016
绚烂,36,20,0.569313976658127
神秘,31,13,0.3700540848277825
喧嚣,24,15,0.4269854824935952
逃离,29,17,0.48391688015940787
孤寂,33,14,0.3985197836606889
欢喜,40,18,0.5123825789923143
这次,40,24,0.6831767719897524
唧唧,26,15,0.4269854824935952
未经,100,94,2.6757756902931966
著作权人,83,83,2.3626530031312267
许可,88,88,2.5049814972957587
翻唱,102,101,2.875035582123541
翻录,89,89,2.5334471961286646
使用,112,111,3.159692570452605
留下来,22,9,0.25619128949615716
重复,38,25,0.7116424708226587
下来,28,16,0.4554511813265016
一片,105,56,1.5940791346427556
空白,37,18,0.5123825789923143
模糊,84,49,1.394819242812411
追逐,43,32,0.9109023626530032
想象,51,31,0.8824366638200968
终将,26,16,0.4554511813265016
翻开,20,13,0.3700540848277825
永恒,54,34,0.9678337603188157
证明,55,32,0.9109023626530032
原因,33,23,0.6547110731568461
勇气,118,62,1.7648733276401936
工作室,152,108,3.0742954739538857
旅行,30,19,0.5408482778252206
忽然,51,38,1.0816965556504412
停下,26,13,0.3700540848277825
回不来,26,9,0.25619128949615716
到底,112,65,1.8502704241389125
充满,72,49,1.394819242812411
过往,75,35,0.9962994591517221
荒井,38,14,0.3985197836606889
十一,44,19,0.5408482778252206
坎坷,21,12,0.3415883859948762
折磨,39,23,0.6547110731568461
顽固,35,22,0.6262453743239397
电话,50,29,0.825505266154284
唱歌,35,20,0.569313976658127
保持,41,22,0.6262453743239397
头发,55,30,0.8539709649871904
怎么办,36,11,0.31312268716196984
忍耐,51,22,0.6262453743239397
眼里,53,35,0.9962994591517221
夜色,26,18,0.5123825789923143
沸腾,24,13,0.3700540848277825
冲动,53,31,0.8824366638200968
回去,24,17,0.48391688015940787
飞翔,48,23,0.6547110731568461
叫做,53,21,0.5977796754910333
蔚蓝,30,10,0.2846569883290635
蓝色,41,28,0.7970395673213778
小孩,69,33,0.9393680614859093
不好,27,14,0.3985197836606889
热爱,40,21,0.5977796754910333
形容,22,16,0.4554511813265016
滋味,35,17,0.48391688015940787
股份,46,22,0.6262453743239397
冷漠,48,34,0.9678337603188157
除了,60,37,1.053230856817535
以外,20,7,0.19925989183034445
那一刻,23,14,0.3985197836606889
早已,101,61,1.7364076288072874
玫瑰,26,16,0.4554511813265016
带给,26,13,0.3700540848277825
回不去,25,18,0.5123825789923143
当年,41,18,0.5123825789923143
嘴角,20,13,0.3700540848277825
越来越,91,42,1.1955593509820666
片段,20,15,0.4269854824935952
学习,24,23,0.6547110731568461
要是,28,11,0.31312268716196984
女孩,83,33,0.9393680614859093
崇拜,24,13,0.3700540848277825
一郎,37,21,0.5977796754910333
受伤,48,25,0.7116424708226587
翅膀,56,28,0.7970395673213778
苦难,25,13,0.3700540848277825
乌云,49,20,0.569313976658127
之中,54,28,0.7970395673213778
麻雀,23,16,0.4554511813265016
男人,84,28,0.7970395673213778
轮廓,33,23,0.6547110731568461
网易,40,29,0.825505266154284
纯真,20,10,0.2846569883290635
屋檐,25,16,0.4554511813265016
星光,41,21,0.5977796754910333
相拥,34,24,0.6831767719897524
一路,68,42,1.1955593509820666
艺人,24,22,0.6262453743239397
营销,46,39,1.1101622544833476
推广,36,36,1.0247651579846286
童声,22,14,0.3985197836606889
心灵,27,19,0.5408482778252206
表白,55,16,0.4554511813265016
害羞,22,14,0.3985197836606889
几个,23,16,0.4554511813265016
面容,30,16,0.4554511813265016
房间,40,24,0.6831767719897524
人潮,35,16,0.4554511813265016
大海,50,27,0.7685738684884714
怀里,39,19,0.5408482778252206
眼看,23,16,0.4554511813265016
哀愁,23,12,0.3415883859948762
尽管,76,36,1.0247651579846286
同样,34,18,0.5123825789923143
自然,42,29,0.825505266154284
爸爸妈妈,24,7,0.19925989183034445
年少,49,22,0.6262453743239397
挥霍,41,19,0.5408482778252206
诉说,35,23,0.6547110731568461
经历,41,27,0.7685738684884714
度过,51,21,0.5977796754910333
发呆,24,20,0.569313976658127
我别,30,14,0.3985197836606889
亲手,32,17,0.48391688015940787
脸上,38,25,0.7116424708226587
苍白,23,17,0.48391688015940787
开口,30,20,0.569313976658127
伤痛,33,19,0.5408482778252206
尽头,104,58,1.651010532308568
向前走,25,15,0.4269854824935952
真正,33,22,0.6262453743239397
解脱,28,14,0.3985197836606889
容易,69,40,1.138627953316254
恐惧,30,22,0.6262453743239397
疼痛,21,16,0.4554511813265016
耳边,51,30,0.8539709649871904
当时,48,31,0.8824366638200968
见到,30,17,0.48391688015940787
时空,24,16,0.4554511813265016
昨夜,26,16,0.4554511813265016
恐怕,25,10,0.2846569883290635
今夜,35,20,0.569313976658127
拜托,37,16,0.4554511813265016
难道,86,55,1.565613435809849
错觉,33,12,0.3415883859948762
代表,45,16,0.4554511813265016
视线,53,29,0.825505266154284
离别,57,36,1.0247651579846286
过得,24,11,0.31312268716196984
孩子,80,45,1.2809564474807857
绝对,25,17,0.48391688015940787
风雨,95,56,1.5940791346427556
怎能,36,20,0.569313976658127
传来,21,18,0.5123825789923143
道理,32,19,0.5408482778252206
是我太,21,7,0.19925989183034445
爱着,37,18,0.5123825789923143
大地,41,17,0.48391688015940787
清醒,51,31,0.8824366638200968
红色,29,14,0.3985197836606889
太过,32,20,0.569313976658127
清楚,108,45,1.2809564474807857
暂时,28,17,0.48391688015940787
压抑,23,17,0.48391688015940787
工作,39,22,0.6262453743239397
一条,42,25,0.7116424708226587
妹妹,38,6,0.1707941929974381
解释,29,16,0.4554511813265016
身旁,110,57,1.6225448334756618
比较,28,18,0.5123825789923143
总在,46,22,0.6262453743239397
盼望,32,15,0.4269854824935952
姑娘,81,42,1.1955593509820666
接着,24,9,0.25619128949615716
向往,27,19,0.5408482778252206
荒唐,31,18,0.5123825789923143
沧桑,24,9,0.25619128949615716
别说,64,28,0.7970395673213778
看不见,78,37,1.053230856817535
缠绵,21,12,0.3415883859948762
只为,45,19,0.5408482778252206
烟火,31,22,0.6262453743239397
穿过,83,42,1.1955593509820666
轮回,45,20,0.569313976658127
一把,22,14,0.3985197836606889
淋湿,25,13,0.3700540848277825
飘摇,20,9,0.25619128949615716
往日,26,11,0.31312268716196984
天地,47,28,0.7970395673213778
晚风,26,19,0.5408482778252206
无情,24,10,0.2846569883290635
故乡,58,30,0.8539709649871904
心上,29,13,0.3700540848277825
家乡,47,24,0.6831767719897524
星球,47,14,0.3985197836606889
斜阳,20,9,0.25619128949615716
鲜花,20,16,0.4554511813265016
绽放,34,20,0.569313976658127
欢笑,29,18,0.5123825789923143
父亲,25,10,0.2846569883290635
过后,41,15,0.4269854824935952
悠悠,21,11,0.31312268716196984
热烈,20,14,0.3985197836606889
喜悦,46,18,0.5123825789923143
告别,39,28,0.7970395673213778
整个,73,40,1.138627953316254
还好,28,14,0.3985197836606889
歌手,30,12,0.3415883859948762
梦里,93,44,1.2524907486478793
全部,93,52,1.48021633931113
灰色,34,19,0.5408482778252206
跳动,41,23,0.6547110731568461
苦苦,29,12,0.3415883859948762
胆怯,21,11,0.31312268716196984
迎接,23,14,0.3985197836606889
天使,37,18,0.5123825789923143
重新,21,13,0.3700540848277825
憧憬,23,11,0.31312268716196984
上天,20,8,0.2277255906632508
目的,21,13,0.3700540848277825
一般,35,17,0.48391688015940787
每一刻,24,14,0.3985197836606889
犯了错,21,5,0.14232849416453175
写给,20,10,0.2846569883290635
有钱,27,5,0.14232849416453175
默默,76,30,0.8539709649871904
花儿,42,22,0.6262453743239397
白发,20,9,0.25619128949615716
春风,35,22,0.6262453743239397
飘过,22,14,0.3985197836606889
痕迹,28,19,0.5408482778252206
前方,23,10,0.2846569883290635
之外,20,12,0.3415883859948762
人家,26,11,0.31312268716196984
规则,20,11,0.31312268716196984
起点,24,16,0.4554511813265016
无言,44,27,0.7685738684884714
面对,121,74,2.10646171363507
时差,26,12,0.3415883859948762
只好,36,21,0.5977796754910333
大家,25,14,0.3985197836606889
占据,25,12,0.3415883859948762
追求,38,25,0.7116424708226587
演奏,39,32,0.9109023626530032
荒芜,25,13,0.3700540848277825
相聚,23,14,0.3985197836606889
留恋,24,13,0.3700540848277825
看透,25,15,0.4269854824935952
相思,41,15,0.4269854824935952
亲吻,40,24,0.6831767719897524
流泪,67,37,1.053230856817535
北方,20,6,0.1707941929974381
娃娃,34,30,0.8539709649871904
空气,92,55,1.565613435809849
漫漫,21,12,0.3415883859948762
保护,55,29,0.825505266154284
默默地,38,11,0.31312268716196984
留不住,24,12,0.3415883859948762
几分,46,13,0.3700540848277825
送给,29,13,0.3700540848277825
悸动,20,10,0.2846569883290635
我愿,39,14,0.3985197836606889
依旧,46,22,0.6262453743239397
风筝,27,17,0.48391688015940787
精彩,26,18,0.5123825789923143
妈妈,132,41,1.1670936521491604
破坏,24,11,0.31312268716196984
家里,24,17,0.48391688015940787
说出,21,13,0.3700540848277825
只想,82,42,1.1955593509820666
代替,25,14,0.3985197836606889
彻底,45,28,0.7970395673213778
奇迹,28,14,0.3985197836606889
痛苦,85,49,1.394819242812411
手心,23,14,0.3985197836606889
手牵手,33,15,0.4269854824935952
嫁给,31,6,0.1707941929974381
照耀,20,14,0.3985197836606889
结束,59,39,1.1101622544833476
别离,31,21,0.5977796754910333
上帝,23,14,0.3985197836606889
汗水,22,14,0.3985197836606889
彩虹,83,44,1.2524907486478793
可不可以,38,11,0.31312268716196984
哗啦啦,24,2,0.0569313976658127
哭泣,115,61,1.7364076288072874
只会,47,21,0.5977796754910333
动人,34,15,0.4269854824935952
音符,24,17,0.48391688015940787
逝去,25,9,0.25619128949615716
叹息,42,25,0.7116424708226587
倾听,26,17,0.48391688015940787
天上,46,33,0.9393680614859093
小镇,22,6,0.1707941929974381
矛盾,34,18,0.5123825789923143
放心,21,11,0.31312268716196984
笑容,102,59,1.6794762311414746
穿着,27,18,0.5123825789923143
倔强,38,24,0.6831767719897524
当作,41,22,0.6262453743239397
可悲,22,9,0.25619128949615716
苦涩,29,16,0.4554511813265016
呼唤,42,20,0.569313976658127
许多,53,29,0.825505266154284
来临,20,14,0.3985197836606889
旅途,44,26,0.740108169655565
她们,33,14,0.3985197836606889
热闹,24,14,0.3985197836606889
怎么样,23,11,0.31312268716196984
不愿,112,42,1.1955593509820666
我怕,38,19,0.5408482778252206
忍不住,21,14,0.3985197836606889
出来,60,35,0.9962994591517221
二胡,23,11,0.31312268716196984
文化,132,89,2.5334471961286646
天涯,39,21,0.5977796754910333
只求,22,9,0.25619128949615716
奢求,25,14,0.3985197836606889
朦胧,25,10,0.2846569883290635
捕捉,21,6,0.1707941929974381
爱上,34,16,0.4554511813265016
牵着,27,16,0.4554511813265016
一刻,41,26,0.740108169655565
对不起,39,21,0.5977796754910333
阴霾,23,14,0.3985197836606889
晴天,26,15,0.4269854824935952
歌曲,43,35,0.9962994591517221
项目,44,31,0.8824366638200968
总监制,30,30,0.8539709649871904
头顶,25,15,0.4269854824935952
眼中,59,31,0.8824366638200968
成功,37,17,0.48391688015940787
力量,64,30,0.8539709649871904
少年,85,41,1.1670936521491604
小号,32,31,0.8824366638200968
萨克斯,26,24,0.6831767719897524
团队,41,34,0.9678337603188157
推开,22,12,0.3415883859948762
守护,57,22,0.6262453743239397
无尽,33,25,0.7116424708226587
旅程,20,13,0.3700540848277825
最初,22,15,0.4269854824935952
迷雾,32,14,0.3985197836606889
战斗,26,5,0.14232849416453175
保留,39,25,0.7116424708226587
失眠,77,19,0.5408482778252206
爬上来,25,3,0.08539709649871904
赛尔,45,1,0.02846569883290635
热血,21,8,0.2277255906632508
写下,30,13,0.3700540848277825
永不,58,27,0.7685738684884714
完成,35,18,0.5123825789923143
战胜,20,6,0.1707941929974381
来到,47,27,0.7685738684884714
狂野,35,13,0.3700540848277825
向前,30,19,0.5408482778252206
兄弟,51,27,0.7685738684884714
出发,25,18,0.5123825789923143
李焯,24,24,0.6831767719897524
容颜,26,9,0.25619128949615716
还给,24,11,0.31312268716196984
坠入,36,17,0.48391688015940787
点燃,22,13,0.3700540848277825
相见,27,15,0.4269854824935952
天边,41,26,0.740108169655565
幸运,42,23,0.6547110731568461
最大,22,12,0.3415883859948762
看得见,21,12,0.3415883859948762
仰望,49,24,0.6831767719897524
以太,59,21,0.5977796754910333
艾热,113,29,0.825505266154284
力气,37,23,0.6547110731568461
狠狠,22,11,0.31312268716196984
陷入,31,22,0.6262453743239397
黎明,36,22,0.6262453743239397
冰冷,25,22,0.6262453743239397
终究,34,24,0.6831767719897524
落空,26,14,0.3985197836606889
理解,24,15,0.4269854824935952
蔓延,29,18,0.5123825789923143
小武,20,15,0.4269854824935952
王子,42,27,0.7685738684884714
陈令,24,10,0.2846569883290635
外面,27,13,0.3700540848277825
主人,21,21,0.5977796754910333
背后,43,27,0.7685738684884714
伪装,22,13,0.3700540848277825
老天,22,8,0.2277255906632508
它们,33,15,0.4269854824935952
肯定,25,11,0.31312268716196984
散步,21,12,0.3415883859948762
碎片,24,19,0.5408482778252206
别怕,29,11,0.31312268716196984
划过,42,18,0.5123825789923143
更加,31,19,0.5408482778252206
相互,25,18,0.5123825789923143
包括,21,17,0.48391688015940787
董健剑,24,11,0.31312268716196984
郭舒文,23,20,0.569313976658127
声乐,25,23,0.6547110731568461
指导,29,25,0.7116424708226587
但愿,47,23,0.6547110731568461
说不出口,31,11,0.31312268716196984
崩溃,24,14,0.3985197836606889
真相,26,16,0.4554511813265016
一声,20,13,0.3700540848277825
做梦,26,15,0.4269854824935952
终点,41,28,0.7970395673213778
潇洒,29,16,0.4554511813265016
从不,50,29,0.825505266154284
回应,36,25,0.7116424708226587
进入,25,15,0.4269854824935952
坐在,33,25,0.7116424708226587
河流,22,15,0.4269854824935952
摇摆,45,16,0.4554511813265016
来时,24,13,0.3700540848277825
翻过,29,12,0.3415883859948762
未知,41,26,0.740108169655565
脑袋,20,12,0.3415883859948762
身不由己,21,12,0.3415883859948762
歌里,21,5,0.14232849416453175
视觉,31,31,0.8824366638200968
礼物,33,18,0.5123825789923143
期盼,27,14,0.3985197836606889
许愿,23,12,0.3415883859948762
无处,27,16,0.4554511813265016
世上,29,18,0.5123825789923143
带上,43,11,0.31312268716196984
日出,31,14,0.3985197836606889
森林,37,20,0.569313976658127
奔跑,36,22,0.6262453743239397
迷茫,20,11,0.31312268716196984
大脑,20,11,0.31312268716196984
背叛,53,19,0.5408482778252206
甚至,31,15,0.4269854824935952
闪烁,43,27,0.7685738684884714
化成,22,11,0.31312268716196984
破碎,47,25,0.7116424708226587
前进,23,15,0.4269854824935952
重叠,21,9,0.25619128949615716
紧紧,66,29,0.825505266154284
深夜里,25,11,0.31312268716196984
泪滴,32,16,0.4554511813265016
自信,24,14,0.3985197836606889
嘴巴,29,11,0.31312268716196984
一人,28,19,0.5408482778252206
火焰,30,17,0.48391688015940787
喉咙,25,10,0.2846569883290635
城堡,29,13,0.3700540848277825
不易,37,18,0.5123825789923143
四季,39,27,0.7685738684884714
赵兆,48,18,0.5123825789923143
欢乐,27,13,0.3700540848277825
背上,21,9,0.25619128949615716
唤醒,30,14,0.3985197836606889
于是,62,27,0.7685738684884714
善良,56,28,0.7970395673213778
舞蹈,22,15,0.4269854824935952
薛峰,20,20,0.569313976658127
李游,37,23,0.6547110731568461
李杨,38,21,0.5977796754910333
想过,42,25,0.7116424708226587
日落,44,21,0.5977796754910333
列车,26,13,0.3700540848277825
传播,20,18,0.5123825789923143
脚步,40,25,0.7116424708226587
风儿,21,9,0.25619128949615716
主唱,24,16,0.4554511813265016
舍得,20,15,0.4269854824935952
一双,22,16,0.4554511813265016
一寸,34,12,0.3415883859948762
无边,27,15,0.4269854824935952
黄昏,56,34,0.9678337603188157
一切都是,20,6,0.1707941929974381
微微,33,9,0.25619128949615716
无常,32,18,0.5123825789923143
个人,31,19,0.5408482778252206
音频,34,25,0.7116424708226587
椒盐,20,17,0.48391688015940787
执行,28,26,0.740108169655565
星空,83,39,1.1101622544833476
与非,22,7,0.19925989183034445
心扉,33,16,0.4554511813265016
无悔,33,12,0.3415883859948762
最最,21,6,0.1707941929974381
滴答,37,10,0.2846569883290635
滴滴,25,7,0.19925989183034445
弹琴,24,9,0.25619128949615716
身后,39,27,0.7685738684884714
漂亮,39,21,0.5977796754910333
自由自在,23,6,0.1707941929974381
痴情,22,10,0.2846569883290635
没关系,46,22,0.6262453743239397
不止,26,13,0.3700540848277825
慌张,24,16,0.4554511813265016
没错,27,8,0.2277255906632508
尽情,36,10,0.2846569883290635
伤悲,48,26,0.740108169655565
包围,32,18,0.5123825789923143
封面,33,32,0.9109023626530032
背弃,22,7,0.19925989183034445
邓紫棋,54,19,0.5408482778252206
照顾,31,14,0.3985197836606889
周围,22,15,0.4269854824935952
步伐,32,15,0.4269854824935952
梦醒,21,14,0.3985197836606889
指引,24,15,0.4269854824935952
那里,56,32,0.9109023626530032
肆意,23,13,0.3700540848277825
如果说,30,18,0.5123825789923143
般的,27,14,0.3985197836606889
彩色,31,12,0.3415883859948762
漂泊,22,15,0.4269854824935952
这份,20,11,0.31312268716196984
词曲,40,36,1.0247651579846286
专属,22,11,0.31312268716196984
偏爱,33,13,0.3700540848277825
未曾,43,24,0.6831767719897524
文化传媒,54,44,1.2524907486478793
辛苦,23,12,0.3415883859948762
好久,26,14,0.3985197836606889
没想,25,12,0.3415883859948762
它会,21,3,0.08539709649871904
无心,20,13,0.3700540848277825
迷失,20,18,0.5123825789923143
抗拒,36,16,0.4554511813265016
盲目,21,10,0.2846569883290635
远离,23,15,0.4269854824935952
要不是,21,7,0.19925989183034445
举起,22,11,0.31312268716196984
走开,32,10,0.2846569883290635
残缺,27,13,0.3700540848277825
答应,36,14,0.3985197836606889
怒放,35,3,0.08539709649871904
说不出,28,15,0.4269854824935952
追着,22,7,0.19925989183034445
降临,28,13,0.3700540848277825
越过,45,17,0.48391688015940787
回望,28,15,0.4269854824935952
惊喜,29,17,0.48391688015940787
喜子,21,6,0.1707941929974381
散落,38,22,0.6262453743239397
画上,25,7,0.19925989183034445
忧郁,34,17,0.48391688015940787
寒冬,20,10,0.2846569883290635
停歇,33,12,0.3415883859948762
云朵,22,16,0.4554511813265016
那片,27,15,0.4269854824935952
大风,23,11,0.31312268716196984
年纪,22,13,0.3700540848277825
可见,21,6,0.1707941929974381
异乡,24,12,0.3415883859948762
思绪,21,11,0.31312268716196984
爱错,25,5,0.14232849416453175
清晰,30,20,0.569313976658127
专辑,21,19,0.5408482778252206
海涛,23,10,0.2846569883290635
小小的,32,15,0.4269854824935952
愉快,48,17,0.48391688015940787
唏嘘,27,11,0.31312268716196984
唯独,26,10,0.2846569883290635
汹涌,26,15,0.4269854824935952
何方,29,17,0.48391688015940787
尝试,28,9,0.25619128949615716
刘涛,35,23,0.6547110731568461
好乐,37,10,0.2846569883290635
无荒,37,10,0.2846569883290635
刘昊霖,30,7,0.19925989183034445
拥抱着,24,17,0.48391688015940787
流水,24,12,0.3415883859948762
天色,21,13,0.3700540848277825
试着,20,10,0.2846569883290635
讯息,27,18,0.5123825789923143
野花,21,9,0.25619128949615716
哎呀,24,6,0.1707941929974381
多远,24,11,0.31312268716196984
享耳,26,11,0.31312268716196984
记起,20,8,0.2277255906632508
感慨,27,12,0.3415883859948762
没完没了,21,6,0.1707941929974381
