song_type,song_count,mean_duration,median_duration,std_duration,min_duration,max_duration
Instrumental Songs,252,4.609773412698413,4.303616666666667,2.280513056920085,1.0078833333333332,20.302433333333333
Normal Songs,3261,4.002260646018604,3.90355,1.1418635847382115,0.6166666666666667,33.530766666666665
